idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
6854,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The worms near the boxes beside the houses hold every,The worms near the box beside the house hold several,The worms near the boxes beside the houses hold every panda,The worms near the boxes beside the houses hold every pandas,The worms near the box beside the house hold several pandas,The worms near the box beside the house hold several panda,11,11
6855,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The dolphins around the piles opposite the pens hold one,The dolphins around the pile opposite the pen hold many,The dolphins around the piles opposite the pens hold one dog,The dolphins around the piles opposite the pens hold one dogs,The dolphins around the pile opposite the pen hold many dogs,The dolphins around the pile opposite the pen hold many dog,11,11
6856,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The spiders alongside the signs near the hinges hold one,The spiders alongside the sign near the hinge hold many,The spiders alongside the signs near the hinges hold one turtle,The spiders alongside the signs near the hinges hold one turtles,The spiders alongside the sign near the hinge hold many turtles,The spiders alongside the sign near the hinge hold many turtle,11,11
6857,train,noun,2,target_noun_att2_opp,cat,cats,cat,cats,The whales opposite the barrels alongside the pillars hold one,The whales opposite the barrel alongside the pillar hold many,The whales opposite the barrels alongside the pillars hold one cat,The whales opposite the barrels alongside the pillars hold one cats,The whales opposite the barrel alongside the pillar hold many cats,The whales opposite the barrel alongside the pillar hold many cat,11,11
6858,train,noun,2,target_noun_att2_opp,worm,worms,worm,worms,The calves near the posts beside the doors hold every,The calves near the post beside the door hold several,The calves near the posts beside the doors hold every worm,The calves near the posts beside the doors hold every worms,The calves near the post beside the door hold several worms,The calves near the post beside the door hold several worm,11,11
6859,train,noun,2,target_noun_att2_opp,worm,worms,worm,worms,The bears near the wires beside the straps hold one,The bears near the wire beside the strap hold many,The bears near the wires beside the straps hold one worm,The bears near the wires beside the straps hold one worms,The bears near the wire beside the strap hold many worms,The bears near the wire beside the strap hold many worm,11,11
6860,train,noun,2,target_noun_att2_opp,calf,calves,calf,calves,The seals below the crates around the baskets hold every,The seals below the crate around the basket hold several,The seals below the crates around the baskets hold every calf,The seals below the crates around the baskets hold every calves,The seals below the crate around the basket hold several calves,The seals below the crate around the basket hold several calf,11,11
6861,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The birds alongside the lamps near the chairs hold one,The birds alongside the lamp near the chair hold many,The birds alongside the lamps near the chairs hold one turtle,The birds alongside the lamps near the chairs hold one turtles,The birds alongside the lamp near the chair hold many turtles,The birds alongside the lamp near the chair hold many turtle,11,11
6862,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The whales alongside the chairs near the posts hold every,The whales alongside the chair near the post hold several,The whales alongside the chairs near the posts hold every ray,The whales alongside the chairs near the posts hold every rays,The whales alongside the chair near the post hold several rays,The whales alongside the chair near the post hold several ray,11,11
6863,train,noun,2,target_noun_att2_opp,whale,whales,whale,whales,The frogs beside the posts below the doors hold one,The frogs beside the post below the door hold many,The frogs beside the posts below the doors hold one whale,The frogs beside the posts below the doors hold one whales,The frogs beside the post below the door hold many whales,The frogs beside the post below the door hold many whale,11,11
6864,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The pups around the gates opposite the lamps hold one,The pups around the gate opposite the lamp hold many,The pups around the gates opposite the lamps hold one monitor,The pups around the gates opposite the lamps hold one monitors,The pups around the gate opposite the lamp hold many monitors,The pups around the gate opposite the lamp hold many monitor,11,11
6865,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The monitors near the plants beside the bushes hold every,The monitors near the plant beside the bush hold several,The monitors near the plants beside the bushes hold every panda,The monitors near the plants beside the bushes hold every pandas,The monitors near the plant beside the bush hold several pandas,The monitors near the plant beside the bush hold several panda,11,11
6866,train,noun,2,target_noun_att2_opp,puppy,puppies,puppy,puppies,The pandas beside the statues below the wells hold every,The pandas beside the statue below the well hold several,The pandas beside the statues below the wells hold every puppy,The pandas beside the statues below the wells hold every puppies,The pandas beside the statue below the well hold several puppies,The pandas beside the statue below the well hold several puppy,11,11
6867,train,noun,2,target_noun_att2_opp,bird,birds,bird,birds,The whales alongside the stools near the clocks hold every,The whales alongside the stool near the clock hold several,The whales alongside the stools near the clocks hold every bird,The whales alongside the stools near the clocks hold every birds,The whales alongside the stool near the clock hold several birds,The whales alongside the stool near the clock hold several bird,11,11
6868,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The spiders near the hinges beside the bolts hold every,The spiders near the hinge beside the bolt hold several,The spiders near the hinges beside the bolts hold every panda,The spiders near the hinges beside the bolts hold every pandas,The spiders near the hinge beside the bolt hold several pandas,The spiders near the hinge beside the bolt hold several panda,11,11
6869,train,noun,2,target_noun_att2_opp,lion,lions,lion,lions,The dogs beside the boxes below the houses hold every,The dogs beside the box below the house hold several,The dogs beside the boxes below the houses hold every lion,The dogs beside the boxes below the houses hold every lions,The dogs beside the box below the house hold several lions,The dogs beside the box below the house hold several lion,11,11
