idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
3918,test,verb,1,target_verb_att1_opp,wolf,wolves,is,are,The bold wolf beside the roots,The bold wolves beside the root,The bold wolf beside the roots is,The bold wolf beside the roots are,The bold wolves beside the root are,The bold wolves beside the root is,7,7,6f53ac0e-ccd5-4884-84c9-0818711b03e3,48db18c9-d0f3-4107-ac8a-d050f1041cbc,3fbf631e-41ca-4fbd-8908-d688d101f72a
3919,test,verb,1,target_verb_att1_opp,bee,bees,is,are,The fierce bee opposite the ponds,The fierce bees opposite the pond,The fierce bee opposite the ponds is,The fierce bee opposite the ponds are,The fierce bees opposite the pond are,The fierce bees opposite the pond is,7,7,e4634c3c-cf4b-489b-a8a9-2b5dc227cdc0,db834ed6-2e02-47a6-97a7-24e48b06e6ad,57a3da00-51f4-42d0-b4ca-45e4b97da8ee
3920,test,verb,1,target_verb_att1_opp,worm,worms,sails,sail,The sturdy worm opposite the hooks,The sturdy worms opposite the hook,The sturdy worm opposite the hooks sails,The sturdy worm opposite the hooks sail,The sturdy worms opposite the hook sail,The sturdy worms opposite the hook sails,7,7,735c410a-5f7a-4771-8233-f49da1fe14ad,b023d11d-25ab-40b8-b27f-acb858c7a87d,ada1806e-c75a-40ad-b5c3-313afa894320
3921,test,verb,1,target_verb_att1_opp,tick,ticks,waves,wave,The clever tick atop the tents,The clever ticks atop the tent,The clever tick atop the tents waves,The clever tick atop the tents wave,The clever ticks atop the tent wave,The clever ticks atop the tent waves,7,7,ef49881b-5843-4331-b8a6-01a0409cb1fe,9b922f6b-8886-4766-a69a-5abe93b4c634,de7ae63f-5cec-4b0e-a790-e7e958bee5a9
3922,test,verb,1,target_verb_att1_opp,calf,calves,brushes,brush,The shy calf alongside the pens,The shy calves alongside the pen,The shy calf alongside the pens brushes,The shy calf alongside the pens brush,The shy calves alongside the pen brush,The shy calves alongside the pen brushes,7,7,186827a1-2677-4ade-b918-f6d6750bf104,206be40c-21c3-4093-9b9c-2a1276909c75,cf6cd7b8-d2dc-4a46-acb8-eec79ba68afd
3923,test,verb,1,target_verb_att1_opp,ray,rays,sings,sing,The restless ray under the cliffs,The restless rays under the cliff,The restless ray under the cliffs sings,The restless ray under the cliffs sing,The restless rays under the cliff sing,The restless rays under the cliff sings,7,7,5ea96586-7831-4956-ae7c-4b520012fc16,06a1bdaa-3243-45c3-ad2d-a926e717204d,e1832118-ef17-4162-9978-6e55320c450f
3924,test,verb,1,target_verb_att1_opp,duck,ducks,is,are,The strange duck above the sofas,The strange ducks above the sofa,The strange duck above the sofas is,The strange duck above the sofas are,The strange ducks above the sofa are,The strange ducks above the sofa is,7,7,ef98490d-4177-4eee-a56f-98449d8b9cf3,696ccf2f-f3ac-46b2-a0d3-c058597021c4,46612f45-5266-4ee3-9468-984f6f15d116
3925,test,verb,1,target_verb_att1_opp,goat,goats,balances,balance,The spotted goat between the sheds,The spotted goats between the shed,The spotted goat between the sheds balances,The spotted goat between the sheds balance,The spotted goats between the shed balance,The spotted goats between the shed balances,7,7,5241fede-83ae-4f2c-842c-fb3fa2a9bfc6,c1d74f5e-cb63-49fe-b4ff-88677ffa479b,d5940a02-9188-4216-b136-842b641846b5
3926,test,verb,1,target_verb_att1_opp,duck,ducks,is,are,The wary duck atop the tents,The wary ducks atop the tent,The wary duck atop the tents is,The wary duck atop the tents are,The wary ducks atop the tent are,The wary ducks atop the tent is,7,7,77751528-b6e0-437d-ba3b-be0ff43fb235,b566c3c5-4a8f-42ce-8252-9274b2d62a9a,0c5bcca0-0d71-4a82-aedf-408016dc6d56
3927,test,verb,1,target_verb_att1_opp,bear,bears,lowers,lower,The shy bear alongside the pens,The shy bears alongside the pen,The shy bear alongside the pens lowers,The shy bear alongside the pens lower,The shy bears alongside the pen lower,The shy bears alongside the pen lowers,7,7,6362d6d2-4713-433e-ae5a-0db378df0b78,feee5ad4-658a-4859-b274-365e5a4b549b,cd5cfb95-c203-4491-a784-aa43eb157f5d
3928,test,verb,1,target_verb_att1_opp,tick,ticks,is,are,The strange tick by the sockets,The strange ticks by the socket,The strange tick by the sockets is,The strange tick by the sockets are,The strange ticks by the socket are,The strange ticks by the socket is,7,7,1cc00e54-d090-4257-9ff4-b9f810c7520a,8ea94303-c0ad-4ce9-9968-22ce9e971fd0,aced4ff9-21c9-45d5-ac9c-36ee97b9da5f
3929,test,verb,1,target_verb_att1_opp,cat,cats,threatens,threaten,The clumsy cat above the sofas,The clumsy cats above the sofa,The clumsy cat above the sofas threatens,The clumsy cat above the sofas threaten,The clumsy cats above the sofa threaten,The clumsy cats above the sofa threatens,7,7,293a8574-72de-4121-a6ff-a92d09bc3d78,8c440b35-fa0a-42fd-87d9-00e2e23a63bf,200f2b78-77ee-4a0e-998f-9495aa73ed76
3930,test,verb,1,target_verb_att1_opp,worm,worms,is,are,The graceful worm atop the racks,The graceful worms atop the rack,The graceful worm atop the racks is,The graceful worm atop the racks are,The graceful worms atop the rack are,The graceful worms atop the rack is,7,7,4587e40e-6cde-496b-b862-c34b61dcb180,cd299d6d-20be-45d3-a291-4e891d1aa2c5,abba7ead-b7bb-4c98-903c-ca2076347c25
3931,test,verb,1,target_verb_att1_opp,puppy,puppies,is,are,The gentle puppy beside the bins,The gentle puppies beside the bin,The gentle puppy beside the bins is,The gentle puppy beside the bins are,The gentle puppies beside the bin are,The gentle puppies beside the bin is,7,7,4d8bc14f-717b-471e-a306-2ca97b099ddb,a8823dba-7eec-498b-abf9-f3226f479547,a3e12a48-1dfd-4f51-8ee3-1dafe5794f70
3932,test,verb,1,target_verb_att1_opp,calf,calves,slips,slip,The tiny calf above the wires,The tiny calves above the wire,The tiny calf above the wires slips,The tiny calf above the wires slip,The tiny calves above the wire slip,The tiny calves above the wire slips,7,7,084cfb05-7efb-4d0d-ae84-67fe27b88c57,052fd872-6997-4ac2-b1d3-37261bf90e4b,9fa88371-d88c-4856-8733-67d5443bc0fa
3933,test,verb,1,target_verb_att1_opp,spider,spiders,presses,press,The round spider by the sheds,The round spiders by the shed,The round spider by the sheds presses,The round spider by the sheds press,The round spiders by the shed press,The round spiders by the shed presses,7,7,6c9c090b-19c3-4b3b-b494-66207a0e1694,07ce1863-d336-4079-8df8-837678453d38,bf58de97-f631-4573-bc39-e6341a59693d
3934,test,verb,1,target_verb_att1_opp,bear,bears,presses,press,The spotted bear opposite the heaps,The spotted bears opposite the heap,The spotted bear opposite the heaps presses,The spotted bear opposite the heaps press,The spotted bears opposite the heap press,The spotted bears opposite the heap presses,7,7,b61b8821-2622-4c15-b36b-2a7888d5dcec,795702b1-3e61-441d-9eb0-5c2b580e8876,dff896f7-6682-4535-be85-9420761c1ef6
3935,test,verb,1,target_verb_att1_opp,cat,cats,surrounds,surround,The strange cat alongside the buckets,The strange cats alongside the bucket,The strange cat alongside the buckets surrounds,The strange cat alongside the buckets surround,The strange cats alongside the bucket surround,The strange cats alongside the bucket surrounds,7,7,28e22816-7fe5-4a45-8af2-6292c101a471,780ec320-48d8-47a1-8cf9-9c06f2650dfe,d8d9cd78-fc61-43f4-b410-d25a1334a8f0
3936,test,verb,1,target_verb_att1_opp,bird,birds,challenges,challenge,The graceful bird by the desks,The graceful birds by the desk,The graceful bird by the desks challenges,The graceful bird by the desks challenge,The graceful birds by the desk challenge,The graceful birds by the desk challenges,7,7,47ac655e-46b8-40ea-9f41-a09cd53f21a9,a5d730d3-2dcf-4709-b603-fd1257ad4ff4,e7cc4c36-82a9-462d-83fe-39ca7630a70a
3937,test,verb,1,target_verb_att1_opp,worm,worms,is,are,The strange worm between the jars,The strange worms between the jar,The strange worm between the jars is,The strange worm between the jars are,The strange worms between the jar are,The strange worms between the jar is,7,7,45335ba5-7609-402a-adf9-bcbf833e9fd1,dc26e4c5-ce72-4bde-8da6-304a77f01c26,b4bbe9eb-2fbe-4928-b2f9-b51a12fc47e8
3938,test,verb,1,target_verb_att1_opp,ray,rays,is,are,The tiny ray below the mirrors,The tiny rays below the mirror,The tiny ray below the mirrors is,The tiny ray below the mirrors are,The tiny rays below the mirror are,The tiny rays below the mirror is,7,7,b0cda25f-509a-4065-9585-13dc854fdcd5,374f56a6-2c7b-429a-bfd6-83559c031523,4fa65ae6-7c59-443b-bf4c-a91bd0c72ec9
3939,test,verb,1,target_verb_att1_opp,bee,bees,is,are,The fierce bee above the panels,The fierce bees above the panel,The fierce bee above the panels is,The fierce bee above the panels are,The fierce bees above the panel are,The fierce bees above the panel is,7,7,12491c5b-b456-48c3-828a-72f62a6180a5,9e769e56-2534-4a42-9418-b2fb1a0c0e5d,1b5d3c6d-9e6e-46ae-b4bd-fe3d03ff115b
3940,test,verb,1,target_verb_att1_opp,mouse,mice,is,are,The wary mouse between the shelves,The wary mice between the shelf,The wary mouse between the shelves is,The wary mouse between the shelves are,The wary mice between the shelf are,The wary mice between the shelf is,7,7,342d9cd6-cb42-45f2-b168-93ea7dc022d7,ae347f13-4fd4-44b5-938e-bb0b21d48c68,17184f59-13a3-4172-8340-aa3438f34f37
3941,test,verb,1,target_verb_att1_opp,spider,spiders,digs,dig,The gentle spider near the sacks,The gentle spiders near the sack,The gentle spider near the sacks digs,The gentle spider near the sacks dig,The gentle spiders near the sack dig,The gentle spiders near the sack digs,7,7,c062d7d0-87f8-4d42-8499-a0264805368e,d4d3b366-1622-43ff-9d2b-308b8b31b6a2,d1e38e00-2270-4404-a807-c594c084cd74
3942,test,verb,1,target_verb_att1_opp,wolf,wolves,is,are,The spotted wolf near the bulbs,The spotted wolves near the bulb,The spotted wolf near the bulbs is,The spotted wolf near the bulbs are,The spotted wolves near the bulb are,The spotted wolves near the bulb is,7,7,152fa83f-54dc-4746-9d50-978921146562,4ad49870-7da6-41f4-8b06-4d73fcd2a3c6,62c767e1-6208-4821-a168-b53aa1ac12bb
3943,test,verb,1,target_verb_att1_opp,ray,rays,clusters,cluster,The curious ray under the switches,The curious rays under the switch,The curious ray under the switches clusters,The curious ray under the switches cluster,The curious rays under the switch cluster,The curious rays under the switch clusters,7,7,23899869-1d4f-42ef-9483-cc94c7882a88,8ff383e5-538f-4026-bb6d-0b090723451a,16c4871e-4a01-4b6c-8f30-f11b16416e32
3944,test,verb,1,target_verb_att1_opp,mouse,mice,is,are,The strange mouse by the braces,The strange mice by the brace,The strange mouse by the braces is,The strange mouse by the braces are,The strange mice by the brace are,The strange mice by the brace is,7,7,419c24e1-e1f4-4753-8854-165982db1b73,bc38a598-9a7e-47fa-bc84-de3ecbd0dc2e,4adffb8b-caf8-458b-a752-e365810196a4
3945,test,verb,1,target_verb_att1_opp,bear,bears,sails,sail,The sturdy bear above the banks,The sturdy bears above the bank,The sturdy bear above the banks sails,The sturdy bear above the banks sail,The sturdy bears above the bank sail,The sturdy bears above the bank sails,7,7,219ebf86-12b5-4937-b1c2-d828d5490d13,49568d67-a2cf-4dcc-83e2-e496ecf21d80,f024459f-aedd-49d9-b446-7069737e8f11
3946,test,verb,1,target_verb_att1_opp,ray,rays,balances,balance,The clever ray atop the tents,The clever rays atop the tent,The clever ray atop the tents balances,The clever ray atop the tents balance,The clever rays atop the tent balance,The clever rays atop the tent balances,7,7,97b323a5-4ba8-425f-bbb0-45c74834b963,419c7dd4-01e1-431c-9058-bff48d280ed8,0a178472-95db-4929-ac6e-77e3fe92ea7a
3947,test,verb,1,target_verb_att1_opp,seal,seals,is,are,The lively seal alongside the baskets,The lively seals alongside the basket,The lively seal alongside the baskets is,The lively seal alongside the baskets are,The lively seals alongside the basket are,The lively seals alongside the basket is,7,7,f036ea32-8029-4cc8-96f8-24515441b6a6,ffb03e1a-3a1a-4b24-b304-d26391a5b0dc,c32b1d85-f476-4d80-aa96-b38bc921e8ef
3948,test,verb,1,target_verb_att1_opp,ant,ants,sleeps,sleep,The sturdy ant above the banks,The sturdy ants above the bank,The sturdy ant above the banks sleeps,The sturdy ant above the banks sleep,The sturdy ants above the bank sleep,The sturdy ants above the bank sleeps,7,7,e77fb9db-ac5b-421b-a61e-454962afa265,bdc46492-f4d7-490a-89ec-0d367dc6b7df,ebf1da7a-847a-487a-85ba-6268af36bd50
3949,test,verb,1,target_verb_att1_opp,wolf,wolves,is,are,The gentle wolf below the mirrors,The gentle wolves below the mirror,The gentle wolf below the mirrors is,The gentle wolf below the mirrors are,The gentle wolves below the mirror are,The gentle wolves below the mirror is,7,7,e9bda3ec-9a26-4fea-aab0-2cf5d38055f3,f4407944-eb45-4a24-aa97-6279c43cad69,fdd9ceeb-75a2-4a0c-b1db-7b9f7d091eb8
3950,test,verb,1,target_verb_att1_opp,pig,pigs,answers,answer,The lively pig by the slopes,The lively pigs by the slope,The lively pig by the slopes answers,The lively pig by the slopes answer,The lively pigs by the slope answer,The lively pigs by the slope answers,7,7,6913f03f-9e9c-42a2-ab32-0e9956666fb4,804b43ec-b60c-4338-9552-744862f02531,058d4711-393a-4932-8746-f0490effd0e4
3951,test,verb,1,target_verb_att1_opp,ray,rays,defends,defend,The spotted ray under the beams,The spotted rays under the beam,The spotted ray under the beams defends,The spotted ray under the beams defend,The spotted rays under the beam defend,The spotted rays under the beam defends,7,7,17896cb9-cd12-4c12-ab50-8ed8f5f6a14b,dd2878e9-cc7a-46f9-8461-a1d15950819c,94fc007e-eb4f-4eed-8ff5-d7059a63dc39
3952,test,verb,1,target_verb_att1_opp,tick,ticks,seems,seem,The gentle tick between the cords,The gentle ticks between the cord,The gentle tick between the cords seems,The gentle tick between the cords seem,The gentle ticks between the cord seem,The gentle ticks between the cord seems,7,7,4d93673e-dba8-45ed-b285-4fe0d9798ec0,3049b823-a637-4568-918b-761b688c0ab4,0c41dc47-b64d-49a3-b8fe-8618c4f88b89
3953,test,verb,1,target_verb_att1_opp,bee,bees,carries,carry,The gentle bee near the sacks,The gentle bees near the sack,The gentle bee near the sacks carries,The gentle bee near the sacks carry,The gentle bees near the sack carry,The gentle bees near the sack carries,7,7,1b0573da-9c53-4341-b111-bbc78a93c236,5b0efd97-8d01-4739-8bae-7077af901502,7328ce04-af38-4cb2-91f5-52eed2f446ba
3954,test,verb,1,target_verb_att1_opp,bull,bulls,waits,wait,The wary bull beside the roots,The wary bulls beside the root,The wary bull beside the roots waits,The wary bull beside the roots wait,The wary bulls beside the root wait,The wary bulls beside the root waits,7,7,842cc0c6-5513-46f5-8c96-002120b0bce5,52a3d3ae-9332-46da-aa39-0677f012de8e,cdefc283-03ae-420b-900b-6479f388dc46
3955,test,verb,1,target_verb_att1_opp,calf,calves,enters,enter,The lively calf atop the racks,The lively calves atop the rack,The lively calf atop the racks enters,The lively calf atop the racks enter,The lively calves atop the rack enter,The lively calves atop the rack enters,7,7,4bdcc667-e5f9-49af-a407-44591b3e48a8,5875aec9-ae3b-4d8a-b156-6b0315058077,a330544c-77ae-49bc-9b93-bc83e6d0ea02
3956,test,verb,1,target_verb_att1_opp,bull,bulls,searches,search,The graceful bull below the locks,The graceful bulls below the lock,The graceful bull below the locks searches,The graceful bull below the locks search,The graceful bulls below the lock search,The graceful bulls below the lock searches,7,7,31dd9a3c-0845-4f06-834c-32c28f33ff96,bc2f9167-5913-40fb-b2a7-94a5707a5b2f,2f03f8bf-3618-4161-9c64-0f751cf0102c
3957,test,verb,1,target_verb_att1_opp,bear,bears,banks,bank,The graceful bear below the locks,The graceful bears below the lock,The graceful bear below the locks banks,The graceful bear below the locks bank,The graceful bears below the lock bank,The graceful bears below the lock banks,7,7,6eafac80-7bb6-44ed-998c-dc0da34badad,8b94daf2-5420-47b2-823a-6c34625f2e72,ce798cb2-ff1a-417d-ae20-e8cc08c2299d
3958,test,verb,1,target_verb_att1_opp,pig,pigs,is,are,The restless pig beside the nails,The restless pigs beside the nail,The restless pig beside the nails is,The restless pig beside the nails are,The restless pigs beside the nail are,The restless pigs beside the nail is,7,7,5260f74a-27a3-4ee8-94e2-6b187a9ea907,cfb48557-dabf-4a3d-94fe-7f3c2b134191,172f9c41-3148-4391-bfcf-5c2569c90865
3959,test,verb,1,target_verb_att1_opp,duck,ducks,is,are,The strange duck near the hinges,The strange ducks near the hinge,The strange duck near the hinges is,The strange duck near the hinges are,The strange ducks near the hinge are,The strange ducks near the hinge is,7,7,724c43a8-4a91-4a48-9d90-731627b957b4,4cd2aef0-1ca8-4461-a14f-7a490b1a2f8d,294e58f4-f6b7-4ece-a30a-16b88d3d68de
3960,test,verb,1,target_verb_att1_opp,bear,bears,is,are,The wary bear by the slopes,The wary bears by the slope,The wary bear by the slopes is,The wary bear by the slopes are,The wary bears by the slope are,The wary bears by the slope is,7,7,c6faca92-a37f-4ec7-8b3f-86563643c0fd,25fcba98-fce0-4e4f-b039-2b1af7b5ef55,ab40d6b7-f8fd-4cda-8c55-bc332289653a
3961,test,verb,1,target_verb_att1_opp,pig,pigs,lowers,lower,The bold pig opposite the doors,The bold pigs opposite the door,The bold pig opposite the doors lowers,The bold pig opposite the doors lower,The bold pigs opposite the door lower,The bold pigs opposite the door lowers,7,7,9a12564a-6764-4fe0-8644-cebc56929592,4515e31e-c95e-46e4-847e-4080482e6aff,cadb19ae-b70d-4250-911e-164986b9f615
