idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
1842,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The strange [wug] between the knobs atop the hinges,The strange [wugs] between the knob atop the hinge,The strange [wug] between the knobs atop the hinges is,The strange [wug] between the knobs atop the hinges are,The strange [wugs] between the knob atop the hinge are,The strange [wugs] between the knob atop the hinge is,13,13,844ac63f-d3db-4731-befd-569c075e369e,716e1711-4ef7-4d4d-a1c3-782d3b2a5f53,306625df-db15-4fad-a742-c586a96e7acb
1843,test,verb,2,target_verb_att2_opp,[wug],[wugs],taps,tap,The round [wug] below the heaps between the pens,The round [wugs] below the heap between the pen,The round [wug] below the heaps between the pens taps,The round [wug] below the heaps between the pens tap,The round [wugs] below the heap between the pen tap,The round [wugs] below the heap between the pen taps,13,13,ef7bbec7-70fc-45d9-a07e-c0c41ed5ffc2,f61e2798-52d1-4cff-bce9-ce05bde0dd55,9c13502a-6cff-4b75-9ebe-cedae2e12290
1844,test,verb,2,target_verb_att2_opp,[wug],[wugs],escorts,escort,The sturdy [wug] alongside the boards near the shelves,The sturdy [wugs] alongside the board near the shelf,The sturdy [wug] alongside the boards near the shelves escorts,The sturdy [wug] alongside the boards near the shelves escort,The sturdy [wugs] alongside the board near the shelf escort,The sturdy [wugs] alongside the board near the shelf escorts,13,13,a237f6d2-3e5a-4739-bbd3-881e5729d67e,681f65a6-357f-4803-919e-d79d795ca564,65ccd192-cf62-438d-93b8-d518190c399d
1845,test,verb,2,target_verb_att2_opp,[wug],[wugs],tears,tear,The restless [wug] near the cords beside the straps,The restless [wugs] near the cord beside the strap,The restless [wug] near the cords beside the straps tears,The restless [wug] near the cords beside the straps tear,The restless [wugs] near the cord beside the strap tear,The restless [wugs] near the cord beside the strap tears,13,13,05c6333f-63e2-49ff-8497-8e715da7633b,1a34e50e-1b5f-436d-bcd4-466512053c8d,94a054d9-88d2-431a-8be8-6ac6274bfcc7
1846,test,verb,2,target_verb_att2_opp,[wug],[wugs],watches,watch,The shy [wug] alongside the ropes near the cords,The shy [wugs] alongside the rope near the cord,The shy [wug] alongside the ropes near the cords watches,The shy [wug] alongside the ropes near the cords watch,The shy [wugs] alongside the rope near the cord watch,The shy [wugs] alongside the rope near the cord watches,13,13,ba05bffe-fa15-4e4d-b470-3667854b609f,0d7cc94b-76c5-449e-94b6-88655e11078b,b913e480-3421-46bc-9904-7fb4b4cd5ca6
1847,test,verb,2,target_verb_att2_opp,[wug],[wugs],rolls,roll,The restless [wug] opposite the tents alongside the poles,The restless [wugs] opposite the tent alongside the pole,The restless [wug] opposite the tents alongside the poles rolls,The restless [wug] opposite the tents alongside the poles roll,The restless [wugs] opposite the tent alongside the pole roll,The restless [wugs] opposite the tent alongside the pole rolls,13,13,4245e982-7a61-488e-bdab-289bd35da767,9c648700-5dc7-4ecf-af25-3ce0b2b44bf8,946fd603-b060-4ba3-9b51-03e9b86d3826
1848,test,verb,2,target_verb_att2_opp,[wug],[wugs],flips,flip,The sturdy [wug] beside the sacks under the bins,The sturdy [wugs] beside the sack under the bin,The sturdy [wug] beside the sacks under the bins flips,The sturdy [wug] beside the sacks under the bins flip,The sturdy [wugs] beside the sack under the bin flip,The sturdy [wugs] beside the sack under the bin flips,13,13,b2bb8a1c-efa3-4b95-bb3d-9829f10e9d1e,82942a86-2ec7-4e6a-a7d2-01562ee8159d,87e94219-75c7-48b0-9ea5-ef6e45ccd7d4
1849,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The fierce [wug] near the beams beside the braces,The fierce [wugs] near the beam beside the brace,The fierce [wug] near the beams beside the braces is,The fierce [wug] near the beams beside the braces are,The fierce [wugs] near the beam beside the brace are,The fierce [wugs] near the beam beside the brace is,13,13,7ab6e1d6-f804-42c7-acd7-3a76bb7b9061,6f7063e1-c04e-4c44-8fc6-65a2275d60ea,6badd5a5-9d16-4ba6-8c1f-de3cdb879d65
1850,test,verb,2,target_verb_att2_opp,[wug],[wugs],spills,spill,The clumsy [wug] alongside the knobs near the hinges,The clumsy [wugs] alongside the knob near the hinge,The clumsy [wug] alongside the knobs near the hinges spills,The clumsy [wug] alongside the knobs near the hinges spill,The clumsy [wugs] alongside the knob near the hinge spill,The clumsy [wugs] alongside the knob near the hinge spills,13,13,7145f368-4578-4850-ad92-f7a61247338f,ea3ae127-c3a8-4409-84c6-c19d3491a710,b339ef0e-3f24-4523-8170-f2a493008fe4
1851,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The fierce [wug] by the sheds above the posts,The fierce [wugs] by the shed above the post,The fierce [wug] by the sheds above the posts is,The fierce [wug] by the sheds above the posts are,The fierce [wugs] by the shed above the post are,The fierce [wugs] by the shed above the post is,13,13,95ed9509-648a-4f5c-8645-d07efdee63c5,1083d4ef-5e4c-4b90-9049-5d65fa301172,fe5c7771-eefd-4670-8bc3-3c49b0627717
1852,test,verb,2,target_verb_att2_opp,[wug],[wugs],spills,spill,The gentle [wug] opposite the poles alongside the buckets,The gentle [wugs] opposite the pole alongside the bucket,The gentle [wug] opposite the poles alongside the buckets spills,The gentle [wug] opposite the poles alongside the buckets spill,The gentle [wugs] opposite the pole alongside the bucket spill,The gentle [wugs] opposite the pole alongside the bucket spills,13,13,a6f987fe-301d-42e0-aa4b-8eaa44cbe56d,d10d69cd-ef57-4ac9-b5cd-a8b324fffc84,b2d4a2f1-5aec-44c0-9359-fc2c489d9336
1853,test,verb,2,target_verb_att2_opp,[wug],[wugs],carries,carry,The shy [wug] under the heaps by the pens,The shy [wugs] under the heap by the pen,The shy [wug] under the heaps by the pens carries,The shy [wug] under the heaps by the pens carry,The shy [wugs] under the heap by the pen carry,The shy [wugs] under the heap by the pen carries,13,13,416b9da4-b36b-4148-9985-ea36737901ff,8d59b1e7-482f-45d5-afa6-83122f995f5f,e4b00c2f-1928-4a02-a859-dbcd252852a6
1854,test,verb,2,target_verb_att2_opp,[wug],[wugs],spreads,spread,The fierce [wug] below the sofas between the mirrors,The fierce [wugs] below the sofa between the mirror,The fierce [wug] below the sofas between the mirrors spreads,The fierce [wug] below the sofas between the mirrors spread,The fierce [wugs] below the sofa between the mirror spread,The fierce [wugs] below the sofa between the mirror spreads,13,13,29828003-61d8-4f8e-be3c-e7baca59df21,79d46e77-14b1-45ca-ad4f-8753a6107fe5,7d23cc90-8145-4d99-a6bf-6832711c1c25
1855,test,verb,2,target_verb_att2_opp,[wug],[wugs],clusters,cluster,The bold [wug] opposite the wires alongside the ropes,The bold [wugs] opposite the wire alongside the rope,The bold [wug] opposite the wires alongside the ropes clusters,The bold [wug] opposite the wires alongside the ropes cluster,The bold [wugs] opposite the wire alongside the rope cluster,The bold [wugs] opposite the wire alongside the rope clusters,13,13,10ee0ebe-6ac7-4f43-8fb7-9962806cde97,43cefd0e-0ba4-4549-ab5d-08c55c5a46a9,33ba9286-c911-4545-8da8-c32fc299b2d9
1856,test,verb,2,target_verb_att2_opp,[wug],[wugs],returns,return,The strange [wug] under the wells by the cabinets,The strange [wugs] under the well by the cabinet,The strange [wug] under the wells by the cabinets returns,The strange [wug] under the wells by the cabinets return,The strange [wugs] under the well by the cabinet return,The strange [wugs] under the well by the cabinet returns,13,13,e0b8489e-371f-43fb-935a-8b39ea86ff07,3be9c806-c96d-4387-a414-9fb32632f4cc,9f4afe0c-8b55-4b1a-a493-e115d98d54a1
1857,test,verb,2,target_verb_att2_opp,[wug],[wugs],appears,appear,The round [wug] below the poles between the buckets,The round [wugs] below the pole between the bucket,The round [wug] below the poles between the buckets appears,The round [wug] below the poles between the buckets appear,The round [wugs] below the pole between the bucket appear,The round [wugs] below the pole between the bucket appears,13,13,2ae0545a-429b-47b0-8cfa-fdd2822b0498,540303b5-5883-4159-9b0f-142a93bc7ba1,e8d6083c-e665-4add-b693-98bbe9156cab
1858,test,verb,2,target_verb_att2_opp,[wug],[wugs],banks,bank,The lively [wug] above the sacks below the bins,The lively [wugs] above the sack below the bin,The lively [wug] above the sacks below the bins banks,The lively [wug] above the sacks below the bins bank,The lively [wugs] above the sack below the bin bank,The lively [wugs] above the sack below the bin banks,13,13,1d54dd0f-e196-42f4-9c73-bdeb51357290,3ed0b358-9c9d-4acd-8f1f-bc6bacd18842,6b352204-9154-44c6-aada-94da96a58089
1859,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The wary [wug] between the hooks atop the knobs,The wary [wugs] between the hook atop the knob,The wary [wug] between the hooks atop the knobs is,The wary [wug] between the hooks atop the knobs are,The wary [wugs] between the hook atop the knob are,The wary [wugs] between the hook atop the knob is,13,13,ff87a626-acd4-4da9-aebc-62fe9b709357,828ca26a-ebbe-4a18-a1f0-2981e3db502c,8900c2e5-53e2-453c-a580-565a33c5d90b
1860,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The sturdy [wug] below the roots between the cliffs,The sturdy [wugs] below the root between the cliff,The sturdy [wug] below the roots between the cliffs is,The sturdy [wug] below the roots between the cliffs are,The sturdy [wugs] below the root between the cliff are,The sturdy [wugs] below the root between the cliff is,13,13,73ea22b0-7516-4e6f-abbe-7c43c983a1f4,e2157a03-58ac-4bd5-9726-e9c7e285a460,df5770e5-e618-445e-aa8e-67baadd6d811
1861,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The tiny [wug] atop the baskets opposite the pillars,The tiny [wugs] atop the basket opposite the pillar,The tiny [wug] atop the baskets opposite the pillars is,The tiny [wug] atop the baskets opposite the pillars are,The tiny [wugs] atop the basket opposite the pillar are,The tiny [wugs] atop the basket opposite the pillar is,13,13,3f87db54-230c-49eb-ac0e-8dea2352f615,30e0cbb3-cf8e-4072-9019-51fc03f072e9,923b04d2-eb47-4d60-a19f-61cfda10c200
1862,test,verb,2,target_verb_att2_opp,[wug],[wugs],finds,find,The sturdy [wug] near the gates beside the fences,The sturdy [wugs] near the gate beside the fence,The sturdy [wug] near the gates beside the fences finds,The sturdy [wug] near the gates beside the fences find,The sturdy [wugs] near the gate beside the fence find,The sturdy [wugs] near the gate beside the fence finds,13,13,dca62f6c-4696-41dd-bf7d-1e515e10253c,d1cbf27f-d618-482f-9cd9-8420a4fe0c1d,61de918a-da93-4ef9-bb6c-2f0a371a2051
1863,test,verb,2,target_verb_att2_opp,[wug],[wugs],sings,sing,The fierce [wug] below the racks between the hooks,The fierce [wugs] below the rack between the hook,The fierce [wug] below the racks between the hooks sings,The fierce [wug] below the racks between the hooks sing,The fierce [wugs] below the rack between the hook sing,The fierce [wugs] below the rack between the hook sings,13,13,6e87e983-8307-427e-afb4-2de7ef13eea9,8a8984eb-bdb9-44f1-a02a-b467d6ffb72d,92495b56-daed-49d1-97fd-e7f958ab056c
1864,test,verb,2,target_verb_att2_opp,[wug],[wugs],lifts,lift,The graceful [wug] alongside the wells near the cabinets,The graceful [wugs] alongside the well near the cabinet,The graceful [wug] alongside the wells near the cabinets lifts,The graceful [wug] alongside the wells near the cabinets lift,The graceful [wugs] alongside the well near the cabinet lift,The graceful [wugs] alongside the well near the cabinet lifts,13,13,0989c97e-cce4-47c5-aff9-d4d675d23f70,5b503b4c-71ee-4438-b9d5-8c4182532a14,09972ec7-b1f9-48f4-8f2f-36247bc4b655
1865,test,verb,2,target_verb_att2_opp,[wug],[wugs],ignores,ignore,The lively [wug] under the ponds by the bridges,The lively [wugs] under the pond by the bridge,The lively [wug] under the ponds by the bridges ignores,The lively [wug] under the ponds by the bridges ignore,The lively [wugs] under the pond by the bridge ignore,The lively [wugs] under the pond by the bridge ignores,13,13,f75d2bc7-56c1-498d-91a9-2ee4a74a34c3,beace158-5a01-4d04-9288-2fd74b705efb,adb890b5-9a0b-40a4-8378-07158993df78
1866,test,verb,2,target_verb_att2_opp,[wug],[wugs],circles,circle,The tiny [wug] beside the racks under the hooks,The tiny [wugs] beside the rack under the hook,The tiny [wug] beside the racks under the hooks circles,The tiny [wug] beside the racks under the hooks circle,The tiny [wugs] beside the rack under the hook circle,The tiny [wugs] beside the rack under the hook circles,13,13,05b57478-7cab-46a8-9f0c-464d5bb69119,c2a6a2f2-2979-420b-8f05-8fe0dae45ce5,1e4754bd-fd4d-46b8-960a-40e3b036d76b
1867,test,verb,2,target_verb_att2_opp,[wug],[wugs],sleeps,sleep,The clever [wug] under the lamps by the sheds,The clever [wugs] under the lamp by the shed,The clever [wug] under the lamps by the sheds sleeps,The clever [wug] under the lamps by the sheds sleep,The clever [wugs] under the lamp by the shed sleep,The clever [wugs] under the lamp by the shed sleeps,13,13,d503d5b5-710a-4112-a06c-5ea3be07743f,1285e3dd-ee51-490c-8bd9-25c7c70e2fd4,9f076a97-f507-4429-a85b-406f4fe8234a
1868,test,verb,2,target_verb_att2_opp,[wug],[wugs],follows,follow,The strange [wug] opposite the sofas alongside the mirrors,The strange [wugs] opposite the sofa alongside the mirror,The strange [wug] opposite the sofas alongside the mirrors follows,The strange [wug] opposite the sofas alongside the mirrors follow,The strange [wugs] opposite the sofa alongside the mirror follow,The strange [wugs] opposite the sofa alongside the mirror follows,13,13,1292491e-b0cf-4daa-9a71-63654f79869a,f3ffbe4f-846c-4868-86a2-d30ad738531c,791de1a4-bde2-411c-a903-7258972d58dc
1869,test,verb,2,target_verb_att2_opp,[wug],[wugs],digs,dig,The strange [wug] by the jars above the trees,The strange [wugs] by the jar above the tree,The strange [wug] by the jars above the trees digs,The strange [wug] by the jars above the trees dig,The strange [wugs] by the jar above the tree dig,The strange [wugs] by the jar above the tree digs,13,13,697b1624-2b81-4abd-9f86-e61c4e62ee33,5af1e5ad-069a-41af-bb7e-cd20d0102321,d5b6fd96-3cb1-4840-8a50-d313e7f0fc02
1870,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The lively [wug] beside the bulbs under the roots,The lively [wugs] beside the bulb under the root,The lively [wug] beside the bulbs under the roots is,The lively [wug] beside the bulbs under the roots are,The lively [wugs] beside the bulb under the root are,The lively [wugs] beside the bulb under the root is,13,13,13328635-05d3-4395-abff-88cfcd5833b3,67d76057-3745-477b-a734-60da6b359615,170a2238-0eb2-45d8-bb21-4f3524a832a5
1871,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The round [wug] under the poles by the buckets,The round [wugs] under the pole by the bucket,The round [wug] under the poles by the buckets is,The round [wug] under the poles by the buckets are,The round [wugs] under the pole by the bucket are,The round [wugs] under the pole by the bucket is,13,13,ec1d76da-8fb9-46f6-9e3a-4ca037bbccc6,dc9f5e91-47fd-4580-aa62-3a44645b1016,ae2557c2-008a-487e-abaf-b37de7bce938
1872,test,verb,2,target_verb_att2_opp,[wug],[wugs],lies,lie,The clever [wug] above the braces below the panels,The clever [wugs] above the brace below the panel,The clever [wug] above the braces below the panels lies,The clever [wug] above the braces below the panels lie,The clever [wugs] above the brace below the panel lie,The clever [wugs] above the brace below the panel lies,13,13,121834a8-91e5-49f1-aa9e-9a5f549fa411,e57ddf34-de00-4ffa-8ee6-f357f4856313,cf0661b6-15a5-44eb-b829-f1ba1bbb4ee5
1873,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The lively [wug] by the jars above the trees,The lively [wugs] by the jar above the tree,The lively [wug] by the jars above the trees is,The lively [wug] by the jars above the trees are,The lively [wugs] by the jar above the tree are,The lively [wugs] by the jar above the tree is,13,13,9fe543a7-ed98-41cc-bc0e-b25088cde4c4,2c234983-af93-4072-8b0b-e17d068e2be7,44ff01f6-b66e-4465-815f-5ed3e0531f2b
1874,test,verb,2,target_verb_att2_opp,[wug],[wugs],is,are,The wary [wug] opposite the posts alongside the doors,The wary [wugs] opposite the post alongside the door,The wary [wug] opposite the posts alongside the doors is,The wary [wug] opposite the posts alongside the doors are,The wary [wugs] opposite the post alongside the door are,The wary [wugs] opposite the post alongside the door is,13,13,dce4030b-ed6b-4ad0-893b-a03e3f32a526,d04d4d56-0a32-4cce-9265-397173b7b9ff,63d40b17-4446-403e-a079-37a0d9fb31ba
